screen_name,created_at_month,created_at_day,created_at_year,country,location,friends_count,followers_count,statuses_count,favourites_count,favourited_count,dob_day,dob_year,dob_month,gender,mobile_favourites_count,mobile_favourited_count,education,experience,age,race,wage,retweeted_count,retweet_count,height
osuettrez,1,15,2010,USA,Austin TX,3738,3934,16555,58,86,23,1967,6,male,0,0,9,21,35,white,24.66,2,4,182
opSotekct,11,11,2010,India,Chennai India,215,3931,8237,2,19,31,1959,10,female,0,0,15,0,36,white,20.11,0,0,169
yaemeTolr,4,17,2009,USA,United States of America,1869,3924,22939,2826,134,11,1994,1,female,0,0,11,0,37,white,29.6,1,23,168
dlforefte,12,3,2008,USA,Alabama,3828,3923,26507,498,170,13,1959,10,male,0,0,12,39,22,white,9.5,1,5,176
osbtiilac,3,15,2012,USA,Boston,517,3922,4566,25,173,1,1999,3,female,0,0,15,0,43,white,18.32,0,3,166
tSKshDee,11,19,2009,USA,Boulder CO,1924,3918,19347,307,268,1,1968,1,female,0,0,7,18,33,white,20.18,0,1,161
ondeehmns,10,15,2013,India,Pune India,27,3917,23235,11134,36,6,1979,12,male,0,0,9,21,33,white,15.53,1,2,173
ohkPnirTp,6,8,2012,Malaysia,Kuala Lumpur Malaysia,238,3917,5005,945,134,26,1981,9,male,0,0,12,23,30,white,33.22037085,0,4,177
nua2egkyn,2,10,2013,Japan,Tokyo Japan,4097,3916,6112,2315,25,1,1900,2,male,0,0,17,14,37,white,26.93,1,17,176
lcCieFaee,5,26,2010,Earth,worldwide,387,3916,3730,13,124,10,1994,11,female,0,0,11,20,34,white,5,0,0,161
chsFeKIar,2,18,2014,USA,Portland OR,3869,3915,4738,456,42,22,1956,11,male,0,3915,12,9,27,indian,34.22,0,0,172
dHaegeelb,7,5,2009,USA,Kansas City MO,186,3914,3545,146,65,15,1992,12,male,0,0,10,0,38,asian,17.84,0,1,183
uydlploaw,3,17,2009,Greece,Athens Greece,4248,3912,11099,336,72,4,1980,7,male,0,0,12,0,45,white,13.92,1,16,176
dhmbrocu,9,13,2010,United Kingdom,UK,2916,3911,22825,2501,112,7,1980,9,female,0,0,17,15,34,asian,6,1,10,158
MneymTXo,2,1,2011,USA,Las Vegas,27,3908,30225,3,109,21,1989,10,male,0,0,9,1,14,pacific islander,33.04,0,0,176
saipkrCec,12,10,2013,Mexico,Mexico,2400,3908,1257,1007,29,6,1978,8,female,0,0,12,0,33,white,30.48,0,0,156
Isl0eleaI,1,23,2012,Mexico,Mexico City,3027,3906,180610,199,270,25,1953,2,female,0,0,12,9,43,white,25.7,0,2,165
misbeneeg,2,4,2009,USA,Bay Area,2538,3905,6783,1031,278,5,1997,5,male,0,0,17,18,48,white,21.6,0,1,179
bloancta,1,31,2009,USA,Indiana,3203,3903,3607,0,10,22,1999,1,female,0,0,12,9,47,white,18.96,1,11,160
eTmhRiot,3,9,2008,USA,Boston,623,3902,140973,851,185,3,1989,5,female,0,0,12,24,46,persian,14.78,0,0,161
tstnbARet,11,21,2011,Australia,Melbourne Australia,888,3901,7269,2319,140,16,1990,6,male,0,0,15,34,8,white,16.58020451,1,2,169
oFariesB,6,17,2012,Earth,Worldwide,3277,3891,501216,204332,1087,19,1960,2,female,0,0,13,13,41,white,28.74,1,3,159
gStmsesea,2,26,2010,USA,Cincinnati OH,1397,3890,4044,205,83,1,1988,1,female,0,0,18,11,36,asian,10,1,101,160
dbpooe,4,9,2009,Panama,Panama,564,3884,4779,44,13,27,1994,3,male,0,0,10,0,16,white,40.88,0,38,173
aipctahrl,5,8,2009,USA,TEXAS,375,3884,22599,9,161,21,1997,7,female,2921,2921,10,17,35,white,6.5,0,0,157
tNwsenoan,1,17,2012,USA,New York New York,875,3884,21502,1271,156,14,1970,1,male,0,3884,15,22,50,white,25.8,0,0,167
ssotRhueJ,4,6,2010,USA,Pasadena CA,3003,3883,115632,8111,59,1,1985,12,female,0,0,12,29,33,white,14.05,0,0,173
tGociptxa,4,11,2009,USA,Santa Monica CA,703,3883,6309,211,94,7,1987,6,male,0,0,21,-2,30,white,80.78994581,0,2,178
aettwMhll,4,2,2009,USA,Investors Hangout,313,3882,4901,374,107,13,1954,8,female,0,2919,16,23,50,white,20.73,0,1,167
rleaylpth,6,19,2008,USA,Ohio,1598,3881,6598,345,140,7,1984,3,male,0,0,13,0,52,white,24.6,1,3,195
Mirsmhroh,10,23,2011,France,Paris France,3651,3880,16716,740,48,1,1987,1,male,0,0,8,0,32,asian,8,1,2,176
rtodirgmm,2,15,2011,USA,Houston Texas,840,3880,7302,4549,177,8,1990,10,male,0,0,18,10,34,white,23.11,2,24,164
uthneTcS,11,7,2012,USA,Austin TX,654,3879,11720,2197,26,26,1997,2,male,3879,0,16,0,23,persian,6,0,0,174
me16pahle,10,24,2010,USA,Charlotte NC,4039,3877,61465,9031,110,11,1948,1,male,0,0,12,26,53,white,30.99,0,6,166
kfhcJaxC,1,10,2013,Chile,Chile,3823,3874,6516,0,30,21,1994,4,male,0,0,6,0,48,mixed,27.01,5,63,177
yMleStHiO,2,28,2010,Italy,Milan,3189,3874,147439,208,67,1,1962,2,female,0,2913,10,30,28,white,6,1,3,158
tgro1aesu,4,21,2011,USA,Irvine CA,2295,3870,38670,29142,1237,11,2000,1,male,0,0,16,0,50,white,25.3,2,4,175
BWTeadJB,11,8,2012,USA,New York New York,3150,3870,4108,362,89,8,1943,8,female,0,0,15,0,32,white,20.44,1,2,162
h2oa3al,11,1,2010,USA,Atlanta,223,3868,21307,11714,108,12,1936,6,female,0,0,12,0,0,white,45.8,2,7,164
dpLtnZya,6,16,2011,USA,Albuquerque NM,3796,3866,29365,0,246,26,1969,3,male,0,0,10,0,22,white,18.01,1,3,182
KeeffeteO,10,21,2011,USA,Sarasota Florida,1274,3865,2704,353,134,10,1989,10,male,0,0,10,32,41,white,24.22,0,3,175
eaemulhrc,3,27,2008,USA,Salt Lake City,443,3863,68869,95,67,1,1988,1,male,0,0,14,0,22,white,18.35,0,0,177
DedaCru,9,13,2012,USA,Wall Street,111,3857,127565,0,1152,25,1973,11,male,0,0,13,21,38,white,40.76,8,13,166
bQleluuaP,10,5,2013,United Kingdom,England,983,3855,268531,84491,577,26,1951,9,female,0,0,19,13,16,white,5,1,11,164
tsoaeyri,5,24,2008,Mexico,Mexico City,472,3854,87489,1286,76,19,1986,10,male,0,0,8,0,53,white,6,0,0,179
tolBieyRn,4,26,2012,Singapore,Singapore,96,3853,627,8,7,21,1981,4,male,0,0,8,13,55,white,20.41,0,0,173
mn4k433a,8,10,2010,United Kingdom,UK,1196,3849,6913,318,16,5,1990,3,male,0,0,15,0,48,white,38.31,0,0,165
soaJtnG,12,6,2010,USA,Seattle WA,125,3849,17144,2322,129,1,1990,1,male,0,0,11,19,31,white,11.32,3,24,182
naeOECrlD,7,20,2010,USA,Long Island NY,3069,3848,117216,13847,265,9,1995,12,male,0,0,9,0,37,latino,13.72,4,45,187
c1lwh56la,10,16,2013,USA,San Francisco California,3624,3848,98732,56444,214,26,1948,9,male,0,0,12,0,41,white,9.5,0,1,173
MEISCFYOF,10,9,2009,Mexico,Mexico,4763,3847,11131,384,36,20,1992,7,female,0,0,14,26,42,white,24.54,0,0,166
rrheieymc,5,3,2008,USA,Baltimore MD,225,3841,55308,167,373,4,1987,6,male,0,0,16,2,26,white,21.68,0,15,176
rOieClNBC,4,15,2009,India,Pune,403,3836,2196,19,124,5,1983,4,male,0,0,11,28,50,white,13.63,0,1,174
SpoSeiICr,9,16,2011,Earth,worldwide,2017,3833,989,406,83,10,1991,1,male,0,0,14,0,44,hispanic,12.52,0,2,179
WUunVlAim,3,17,2009,USA,Albuquerque NM,145,3831,2172,1,43,17,1980,6,female,2881,0,15,31,41,persian,24.54,1,21,156
utbgeidm,3,30,2009,India,India,440,3830,2577,908,9,16,1965,10,male,0,0,14,19,50,white,28.26,1,5,172
feppclgfo,1,11,2008,USA,california,1825,3827,14957,9132,244,1,1990,1,male,0,3827,15,0,42,white,40.78,1,1,181
eyfiesnve,4,2,2010,South Africa,South Africa,474,3826,386996,1140139,289,1,1988,1,female,0,0,12,36,39,white,12.38,1,1,157
ytcsedoda,9,8,2009,USA,Orlando Florida,204,3823,7866,508,194,21,1970,9,male,0,0,11,5,44,white,35.49,0,1,179
dre4ouosn,5,8,2012,USA,New York NY,4137,3821,26147,7169,46,1,1970,1,male,0,0,10,0,28,asian,36.14,1,179,176
onsektinn,11,8,2010,USA,PA,1915,3819,87059,6,1410,6,1955,10,male,0,0,9,0,46,white,25.75679028,1,1,180
izoM,1,17,2008,USA,San Jose California,2600,3815,64989,324,41,1,1990,1,male,0,0,10,26,37,white,21.72,1,11,167
ntndaigoo,5,28,2014,Japan,Tokyo Japan,3255,3809,3305,213,18,12,1985,1,male,0,0,17,0,65,white,15.04,0,1,173
OAAGOCRM,5,23,2008,USA,New Hampshire,615,3809,22451,4595,151,10,1986,8,male,0,0,11,0,36,latino,24.43,0,0,181
oandlBrda,2,27,2009,United Kingdom,UK,367,3809,11144,1636,156,29,1989,8,male,0,0,13,0,28,white,12.17,0,35,174
tsenharad,2,1,2009,USA,Seattle WA,2042,3809,3075,1073,172,23,1999,7,male,0,0,10,31,38,white,14.15,0,0,184
Gorsetcun,2,23,2008,Canada,Toronto ON,548,3803,16194,642,161,7,1988,12,male,0,0,14,0,36,white,20.23,1,51,171
eeibbbbol,4,20,2010,Canada,Toronto Ontario,1022,3795,1455,23,101,25,1974,12,female,0,0,11,14,30,white,19.11,0,0,164
caotjnons,2,24,2008,USA,Columbus Ohio,1960,3787,18440,219,129,25,1988,12,female,2848,0,10,0,43,white,35.08,1,1,162
nscfarijn,7,10,2007,Kenya,Nairobi Kenya,1624,3787,68066,1246,195,5,1995,7,male,0,0,10,24,77,white,96.42918446,0,1,180
uuobib,2,18,2009,USA,Denver Colorado,1611,3787,141203,342,118,16,1992,5,female,0,0,13,5,20,white,33.95,1,1,160
alom,12,21,2006,Brazil,Brasil,3016,3786,16023,4093,180,24,1998,11,male,0,0,13,0,30,white,24.84,0,1,171
PoItsHs,10,7,2011,India,Pune India,2039,3785,223706,1,76,11,1962,10,female,0,0,11,0,25,white,28.88,0,1,164
hjsefwool,7,9,2008,USA,New York USA,2994,3779,4490,1103,182,30,1983,3,male,0,0,13,42,21,latino,20.95,0,4,186
cLdmdnoco,3,9,2009,USA,Virginia,1011,3778,3004,1329,228,29,1984,1,female,0,0,15,0,40,white,7,0,6,165
kbcSsotit,12,30,2014,USA,SF Bay Area,2370,3778,1055,10,37,4,1967,8,male,0,0,14,7,42,white,21.42215851,0,0,182
neleNeatG,1,15,2013,England,London United Kingdom,2549,3775,6270,0,29,24,1992,5,male,0,0,11,0,32,white,8,2,5,183
aindlsare,3,21,2009,Canada,Calgary Alberta Canada,1376,3774,7204,2382,99,6,1976,2,female,0,0,8,24,32,latino,17.46,1,147,159
acwhlwrel,1,26,2012,Denmark,Copenhagen,2081,3773,3454,559,105,27,1939,10,male,0,0,7,17,26,asian,28.05,1,1,166
eJinnlrou,11,5,2008,Spain,Madrid,839,3772,52275,1955,203,4,1968,12,male,0,0,16,0,30,white,20.48,0,4,172
rgnaJLoe,12,7,2012,England,Coventry,3134,3767,7018,0,23,1,2000,1,male,3767,0,13,11,21,white,22.59,2,15,172
DCLEEX,5,14,2009,USA,usa,2830,3767,122058,158,15,10,1993,5,male,0,0,17,47,17,white,16.92,0,0,175
niladsaeu,1,10,2009,USA,Ohio,520,3759,342,32,3,9,1979,6,male,0,0,12,0,22,latino,11.17,1,6,174
attemuseq,5,28,2010,USA,Los Angeles CA,1826,3758,225378,2966,116,10,1982,7,male,3758,0,15,0,26,white,38.87,0,3,184
oHcVYVm,4,13,2014,USA,Palo Alto CA,74,3757,732,1039,3,1,1988,1,male,0,0,15,5,54,white,40.82,1,82,182
ik876nmaa,3,20,2014,USA,Colorado,1625,3756,123182,2597,395,26,1993,2,male,0,0,13,21,42,white,82.80959619,0,0,186
ltteBarpa,10,23,2013,Finland,Finland,1759,3753,14568,18677,105,15,1984,10,male,0,0,9,0,38,white,17.86,0,4,185
WronAggGe,5,15,2013,USA,ATL,2266,3751,731,195,33,20,1987,2,female,0,0,15,0,13,white,18.42,1,4,161
BbRuIneB,7,19,2011,USA,Cleveland OH  San Diego CA,2850,3748,15999,736,62,10,1946,7,male,0,0,13,14,36,indian,30.58,1,13,187
cadoacsvl,2,23,2009,USA,Los Angeles,751,3747,28253,751,144,1,1990,1,male,0,0,14,21,21,white,60.4951562,0,0,178
IBkeRCrea,8,23,2011,USA,San Jose CA,81,3746,22080,49,181,1,1905,10,male,0,0,13,0,5,white,31.52,0,1,174
eaBregTdg,6,4,2014,India,Chennai India,5027,3745,537,1,21,10,1975,4,male,0,0,14,18,38,latino,31.3,0,0,177
CdTiaegrr,6,22,2009,USA,Brooklyn New York,33,3745,241,4,133,23,1952,12,male,0,0,16,0,14,white,10.15,0,0,171
Auangtsly,1,13,2013,USA,Puerto Rico,92,3744,2370,4,132,10,1993,8,male,0,0,10,31,12,white,28.97,0,1,170
faJegfnVu,3,19,2009,USA,San Antonio,1411,3740,13917,2292,150,2,1978,2,male,0,0,16,0,30,white,5.5,1,3,172
k4kkado2o,8,8,2013,USA,Columbus Ohio,866,3739,2223,373,26,27,1981,8,male,0,0,10,0,44,white,16.02,1,2,178
tsairmei,12,31,2012,USA,Dallas,4,3739,558,64,8,21,1988,12,female,0,0,15,36,38,white,23.46,0,0,161
gharDsea,2,21,2009,USA,Palo Alto CA,801,3735,33852,2763,90,17,1991,10,female,0,0,12,16,29,white,11.76,0,0,159
ejeesrksr,9,26,2007,USA,Brooklyn,3199,3728,82581,4966,316,22,1993,8,male,0,0,14,13,45,asian,13.04,1,7,186
knsaefric,3,11,2013,USA,Orange County CA,2836,3726,18249,1363,25,14,1941,8,male,0,0,14,29,37,white,16.96,0,0,164
eeJeeCrym,8,22,2008,USA,St. Louis MO,3552,3725,6919,773,80,10,1980,7,male,0,0,13,0,19,persian,14.47,0,2,176
jpcpooo,1,30,2013,USA,Maryland USA,3961,3719,229314,291,538,5,1985,5,male,0,0,9,0,18,asian,29.58240252,0,1,173
adremramt,5,13,2009,USA,Atlanta GA,1,3716,2911,1,97,19,1992,11,female,0,0,14,0,45,latino,18.43,0,0,162
er1FirdJc,12,4,2012,USA,Florida USA,1992,3715,7058,0,34,7,1946,5,male,3715,0,9,0,63,white,6.5,2,6,179
oiEsdf1en,8,14,2010,USA,Portland,16,3714,9308,181,36,13,1988,12,female,0,0,8,20,30,arab,31.7,0,0,171
9neOft,12,18,2012,USA,TEXAS,3384,3709,6228,0,38,8,1975,3,male,3709,3709,14,15,23,latino,18.15,4,11,173
prCtOblav,4,2,2009,USA,Missouri,323,3708,15579,71,176,21,1954,10,male,3708,3708,14,0,48,white,16.18,0,2,169
aaaP1oJgZ,9,23,2010,USA,New York City NY,340,3707,12754,1155,118,23,1973,7,male,0,0,17,37,32,white,36.93,0,1,174
iSanmaOri,7,16,2013,USA,Denver Colorado,2567,3706,580,184,44,13,1994,3,female,0,0,11,20,38,white,37.63,0,3,163
c1olWikRf,6,3,2009,USA,Fremont CA,1441,3702,4079,174,109,29,1981,3,female,0,0,16,0,46,mixed,14.57,0,23,163
ovreLtsan,10,21,2014,USA,Cleveland OH  San Diego CA,1340,3700,66441,1874,1792,15,1931,3,male,0,0,16,0,27,asian,34.93,1,2,177
i6tni3K5g,12,23,2009,USA,Nebraska,7749,3700,2272,8,7,1,1987,1,female,0,0,13,20,46,white,6,0,0,156
atarcffls,12,30,2014,Ireland,Dublin,4067,3698,39659,2,138,27,1962,9,male,0,0,15,16,38,latino,23.66,0,9,170
gludnuk,4,2,2014,USA,Portland,1813,3693,50777,31,392,2,1950,10,male,0,0,14,5,30,white,14.66,2,4,167
shleeTorA,12,11,2012,India,Dubai,2545,3691,6894,0,36,12,1974,11,male,3691,0,13,-1,37,white,20.36939647,4,12,184
niouertlo,4,25,2007,USA,Charleston SC,654,3690,3760,126,201,5,1996,4,male,0,0,10,15,47,white,26.66,0,0,177
GaIBtWTl,3,12,2008,USA,Pittsburgh PA,621,3687,9064,1455,175,16,1989,7,male,0,0,12,0,21,white,17.64,0,4,164
eeWzMoM,10,10,2012,USA,Portland,426,3681,1848,38,75,21,1979,11,female,0,0,13,0,27,white,30.47,0,0,161
PlcsSmekt,4,17,2014,USA,NYC,1738,3681,2565,717,20,4,1959,1,female,0,0,14,12,59,white,19.81,0,20,164
aicfuecil,9,28,2011,USA,Redmond WA,64,3680,117034,60,217,29,1990,4,male,0,0,10,27,16,white,74.01391332,0,19,183
ntaiimdag,1,24,2014,USA,South Carolina,194,3678,2267,917,36,7,1938,7,female,0,0,5,0,51,white,10.46,0,5,160
aMnrKrsoi,10,26,2009,USA,New York NY,1425,3678,79489,54,34,23,1990,4,female,0,0,4,15,32,white,20.53,1,3,158
CrNPBoC,5,1,2009,USA,New York NY,89,3675,346,9,155,1,1994,8,male,0,0,12,30,28,white,24.91787757,0,4,175
owrNtzawS,3,13,2009,USA,Delaware,2752,3673,39300,890,168,14,1982,2,female,0,0,13,9,32,latino,13.5,0,3,166
reardec,9,26,2011,USA,Louisiana,505,3667,9847,2689,87,9,1975,10,male,0,0,11,0,56,latino,21.36,0,1,185
enibenren,4,26,2009,USA,NY,2021,3662,6236,146,190,25,1972,3,male,3662,0,12,0,56,white,26.53,0,158,176
aiaiJlMol,9,22,2011,England,London,411,3660,15805,67,58,6,1954,7,male,0,0,16,13,19,white,14.32,1,133,182
tneosVyub,1,15,2011,USA,New York NY,2844,3660,11397,11953,116,7,1990,2,male,0,3660,14,0,39,latino,13.70188001,0,0,174
spmnamtor,9,14,2008,USA,Nevada,3571,3658,5632,107,75,2,1978,10,male,0,0,13,15,35,white,23.1,1,11,181
ltlnagvdd,3,25,2008,USA,Austin Texas,271,3658,35083,14,172,1,1988,1,female,0,2751,11,21,30,white,46.01,0,1,162
mrhoStwit,10,26,2009,India,Delhi,2385,3657,3950,2,26,17,1964,5,male,0,0,7,0,35,white,19.95,0,17,187
JrWhreeal,6,7,2011,USA,Cleveland OH  San Diego CA,3001,3645,10065,883,27,30,1980,5,female,0,2741,14,22,43,white,14.07,2,23,169
ebGnMloie,3,9,2011,USA,Dallas,82,3644,10011,13,251,15,1960,7,male,3644,0,12,8,53,white,35.35,1,4,178
bixeonavc,7,14,2010,USA,Anchorage,292,3644,33424,401,98,8,1999,1,male,0,0,15,0,47,white,24.68,0,3,180
blsonheci,5,7,2007,USA,Orlando Florida,1863,3642,20790,264,318,24,1996,9,male,0,0,12,18,39,white,22.32,0,1,178
PRCJ,2,22,2009,Finland,Finland,2226,3638,7921,595,137,20,1989,12,male,0,0,13,0,47,latino,38.37,0,0,175
AghFaAool,6,29,2011,USA,Akron Ohio,2908,3635,198603,29164,10,14,1959,9,male,0,0,9,4,39,white,10.55,0,9,181
Aelgctina,7,28,2009,USA,Seattle WA,1875,3634,28702,1546,224,2,1998,2,male,3634,0,10,8,24,white,26.4,3,4,184
ancMnliFO,4,3,2009,USA,Dallas TX,163,3630,32907,265,217,10,1948,2,male,3630,0,13,0,51,white,18.85,0,0,171
KceJBTCh,4,27,2011,USA,Northern California,2661,3628,7926,1063,161,1,1900,12,male,0,0,17,0,27,white,11.92,0,1,173
etseTBoco,10,6,2013,USA,Brooklyn NY,769,3628,6330,6130,167,7,1934,11,female,0,0,12,4,37,latino,10.65,0,2,161
okdnadh,3,5,2009,USA,South Florida,1629,3628,3275,62,197,12,1985,12,male,0,0,17,0,49,white,31.66,0,0,175
ootardegd,6,2,2009,USA,Brooklyn,138,3628,62465,2,146,19,1982,8,male,3628,0,11,0,45,latino,35.96,0,0,179
usxfFeXra,11,12,2009,USA,New York NY USA,4206,3623,4364,0,30,3,1992,8,male,0,0,13,0,45,white,10.39,1,11,178
btvsehrig,11,18,2012,USA,DC,57,3618,451,44,1,24,1958,5,female,0,0,19,39,44,white,26.93,0,0,164
tehosnine,3,20,2014,USA,SF,291,3618,673,2,4,26,1994,9,female,0,0,13,0,0,white,5,2,26,162
dtswarfhr,11,19,2013,USA,Ashburn VA,47,3610,7569,0,8,7,1942,2,female,0,0,12,0,24,latino,23.49,1,25,171
oVrBrfdes,9,17,2009,USA,San Jose,2978,3609,15303,843,60,8,1960,5,female,0,0,14,28,49,white,15.13,1,20,166
41942084,12,16,2010,USA,Charleston SC,190,3609,3354,6,18,27,1954,5,female,0,0,10,0,42,white,17.32,0,0,162
ofeegdfj,9,30,2008,USA,St. Louis MO,837,3609,20040,3817,341,8,1976,9,female,0,0,13,20,55,white,24.93,1,5,166
tsemceis,11,4,2009,USA,CT,280,3608,8970,26,120,29,1905,3,female,0,0,13,0,28,pacific islander,27.8,1,51,160
BaeaCsrGt,7,26,2009,USA,Scottsdale Arizona,467,3602,53821,133,4,12,1973,9,female,2709,0,11,16,39,white,30.81,1,20,162
GatKrhpam,3,18,2012,USA,Miami Florida,3474,3597,7821,37,45,20,1997,3,male,0,0,15,31,42,white,24.45,1,3,174
edagnATar,3,25,2012,USA,Redmond WA,1127,3594,8857,0,52,11,1993,1,female,0,2703,11,18,33,white,28.84,0,3,166
ePrDstPsP,7,31,2009,USA,Delaware,296,3592,797,68,100,25,1996,9,female,2701,0,16,19,25,white,17.76,0,0,161
errwse,12,2,2008,USA,Indianapolis,633,3591,1597,749,109,12,1959,3,male,0,0,15,0,34,white,24.38,3,21,185
nuiksktpS,5,4,2014,USA,Stockton,28,3591,116,0,19,29,1976,11,female,0,0,13,14,64,white,12.93,1,146,160
rtefcsriu,7,17,2010,USA,Palo Alto CA,714,3590,3566,1327,97,13,1997,2,male,0,0,12,0,30,white,36.45,1,4,174
csSetwkNo,4,13,2014,USA,Chicago Illinois,3679,3589,45728,0,32,12,1958,4,male,0,0,12,0,3,white,7,0,4,174
ruziTChea,1,5,2009,USA,Sarasota Florida,219,3585,11084,3432,99,25,1942,5,female,0,0,14,-6,61,white,8.5,0,0,166
ornesiaos,11,28,2011,Netherlands,The Netherlands,901,3584,11969,1006,52,27,1983,12,female,2695,2695,17,22,24,white,31.34,1,1,163
sfitrwnki,7,30,2009,USA,Oregon,2909,3577,9112,38,32,1,1996,3,female,0,0,10,0,38,white,30.51,0,0,167
baclnogea,1,29,2009,USA,Akron Ohio,2351,3572,30510,6291,160,29,1995,10,female,2686,0,12,0,51,white,10.81,0,0,162
dastcrovs,10,13,2009,India,Chennai India,1094,3571,5989,1838,122,23,1989,10,female,0,0,14,26,28,white,14.05,0,0,163
enatsoiso,7,21,2008,USA,Pennsylvania,344,3569,21835,410,185,1,1982,1,female,0,0,14,0,51,white,19.81,1,3,162
weryeaosb,6,19,2007,USA,Oregon,2405,3569,13316,4109,100,18,1995,5,female,2684,0,10,0,38,mixed,25.64,1,9,166
bBairCh,4,30,2009,USA,TX,2299,3569,49578,7,145,9,1987,4,female,0,0,15,0,44,asian,18.29,0,0,165
aukd,1,29,2007,USA,Buffalo NY,563,3568,18001,1480,61,16,1999,3,male,0,0,15,35,44,white,19.16,0,0,185
dmeiVposi,12,31,2013,Singapore,Singapore,465,3565,7080,10841,35,18,1991,3,male,0,0,11,0,37,white,63.30420178,0,0,174
ooprhotwg,4,25,2007,Argentina,Buenos Aires Argentina,878,3564,23201,2246,225,17,1996,4,male,0,3564,16,0,35,white,16,0,0,172
PPNUEA,1,24,2010,USA,Fremont CA,1614,3564,166398,2423,46,26,1947,5,female,0,0,8,0,21,white,31.18,1,4,161
tSENoiTna,10,29,2010,USA,Minneapolis,3277,3563,22714,2,105,1,2000,7,male,3563,0,15,0,62,white,13.09,1,19,176
33rztr,5,7,2010,USA,Minneapolis MN,1366,3560,79083,3320,16,10,1955,4,female,0,0,17,0,27,native american,27,1,222,167
irlcasou,10,18,2009,USA,Buffalo NY,916,3560,4227,361,28,5,1997,5,male,0,0,11,0,42,white,28.75,1,6,175
avoeusAVS,10,22,2009,USA,Investors Hangout,21,3560,14407,1081,324,18,1974,4,male,3560,0,12,0,39,white,9,1,1,168
amJjion,3,21,2009, Germany,Frankfurt Germany,3503,3545,54959,122,97,24,1976,3,male,0,0,6,0,20,white,41.65,0,0,169
bwwsed,2,3,2011,USA,South Florida,45,3544,352,149,18,6,1993,3,female,0,0,15,-17,48,white,6.5,0,19,161
tmesigtha,6,29,2010,Italy,Milan,479,3542,8313,2,118,11,1961,3,male,0,0,8,15,18,white,19.07,0,2,187
CatanJsfi,3,29,2009,USA,Washington D.C.,581,3540,3106,116,37,13,1965,10,male,0,0,10,0,29,white,8,1,6,181
HCTCEH,3,7,2009,USA,Birmingham AL,119,3537,85,1,100,11,1985,2,female,0,0,11,0,27,white,12.49,0,0,164
AhggHun,12,4,2012,USA,DC,3190,3535,5964,0,32,1,1995,1,male,0,0,14,-5,21,white,9,2,8,170
liGTalnni,11,24,2010,USA,Indianapolis Indiana,367,3534,8486,215,155,6,1967,1,male,0,0,11,21,37,white,13.8,0,4,170
oerheTssr,11,5,2012,USA,SF CA,1543,3533,7908,2843,24,28,1993,8,female,0,0,14,5,56,white,43.17,1,1,167
c0onIor6R,2,18,2014,Netherlands,The Netherlands,3477,3525,23003,4266,100,3,1986,4,male,0,0,8,18,50,native american,38.01,2,5,161
brlisa,9,15,2008,USA,Orlando FL,1144,3524,2659,152,132,18,1977,1,female,0,0,18,0,45,white,29.55,0,2,162
c6sdg66ho,4,12,2009,USA,Ashburn VA,670,3521,115262,7,124,27,1979,1,female,0,0,18,-8,47,white,15.8,0,2,157
ulHso1nBl,12,7,2011,USA,San Francisco,2844,3521,12519,1307,263,1,1947,8,female,0,0,11,17,33,white,30.95,0,0,162
cokNYthcs,10,29,2011,USA,East Coast,283,3513,7235,1968,15,15,1981,6,male,3513,0,6,23,37,white,16.53,0,5,184
raHtcuaih,10,15,2013,England,London United Kingdom,2704,3512,4763,3918,56,28,1990,7,female,0,0,14,27,31,white,9,4,225,164
nebioaenp,8,14,2013,USA,Northern California,926,3511,5674,1069,97,18,1966,9,male,0,0,8,0,47,white,16.31,0,0,168
slHeeatwT,11,7,2013,USA,Investors Hangout,1564,3503,195401,458,180,26,1965,9,male,0,0,14,0,38,white,31.53,1,2,169
aTukcsMos,12,14,2007,South Africa,Johannesburg South Africa,201,3501,2751,449,83,6,1991,4,male,0,0,13,-3,62,hispanic,28,0,6,171
fitneiCSH,8,20,2014,China,Beijing,2480,3497,1120,145,35,7,1975,7,female,0,0,14,0,11,white,8,1,3,165
70enge,4,1,2011,USA,PA,4,3496,1145,1260,12,16,1945,7,male,0,0,16,20,32,white,12.17,0,3,171
ripyzrega,3,30,2009,USA,Atlanta,703,3495,16512,36,88,14,1964,2,male,0,0,12,24,45,persian,17.85,1,3,171
iqoreHuna,6,15,2011,USA,Georgia,866,3495,45823,4381,2,21,1969,11,male,0,0,13,12,36,white,12.5,1,225,172
COERYL,8,27,2011,USA,Minnesota,1369,3491,4083,362,29,5,1932,12,female,0,0,18,29,52,white,19.44,0,0,166
gntfmlarz,8,11,2009,USA,Stockton,3348,3490,114586,961,430,26,1988,12,male,3490,3490,14,0,49,pacific islander,20.15,0,10,178
mlredikto,7,30,2007,India,Hyderabad,225,3487,8126,200,142,21,1994,3,male,0,0,8,35,28,white,17.85,1,16,178
neakyfmal,7,10,2012,USA,Buffalo NY,62,3481,435,4,3,2,1949,11,male,0,0,18,16,52,mixed,32.46,0,0,169
unrtnBDoa,2,24,2009,USA,Houston,649,3480,4634,408,90,15,1990,5,male,0,0,11,18,47,white,19.55,0,6,181
yreaekvic,3,18,2007,Spain,Madrid,3253,3475,40219,1317,134,12,1998,3,male,0,0,14,0,45,white,25.05,0,10,173
Swai5Jy7s,12,18,2012,USA,Portland Oregon,3823,3475,6575,0,39,21,1931,5,male,3475,3475,17,0,27,white,9.5,6,30,177
